fund_code,name,std_price,set_date,type,type_detail,set_amount,risk_grade,risk_grade_txt,company_name
K55102B42888,하나코어셀렉션증권자투자신탁[주식혼합-재간접형],1211.51,20170406,해외자산배분,해외혼합형,31,4,보통 위험,하나자산운용
K55102CU2666,하나레그메이슨매크로오퍼튜니티혼합자산자투자신탁[재간접형]ClassA2,853.44,20190805,해외자산배분,해외혼합형,6,3,다소 높은 위험,하나자산운용
K55210DY9756,신한밸런스프로적극형증권투자신탁[주식혼합-재간접형](종류C-O),1214.65,20230407,해외자산배분,해외혼합형,8,3,다소 높은 위험,신한자산운용
K55206E15168,키움나스닥100ETFSmartInvestor분할매수증권투자신탁[혼합-재간접형]ClassA-e,1163.03,20230411,해외자산배분,해외혼합형,117,2,높은 위험,키움투자자산운용
K55306CW0035,다올글로벌멀티에셋인컴EMP증권자투자신탁[혼합-재간접형](공)종류S,1181.05,20191203,해외자산배분,해외혼합형,1,4,보통 위험,다올자산운용
KR5105AK6165,삼성미국코어밸런스증권자투자신탁H[주식혼합-재간접형]_A,1433.67,20131106,해외자산배분,해외혼합형,11,4,보통 위험,삼성자산운용
K55301CK8011,미래에셋AI글로벌모멘텀혼합자산자투자신탁(재간접형)종류C-e,1089.99,20200331,해외자산배분,해외혼합형,0,2,높은 위험,미래에셋자산운용
K55301DW8206,미래에셋연금동행성장형혼합자산투자신탁(재간접형)종류C-Pe,1152.75,20220902,해외자산배분,해외혼합형,8,3,다소 높은 위험,미래에셋자산운용
K55206DW9275,키움OCIO타겟리턴안정형증권투자신탁[채권혼합-재간접형]ClassS-P,1078.91,20230208,해외자산배분,해외혼합형,0,5,낮은 위험,키움투자자산운용
K55105D47852,삼성MAN투자밸런스증권투자신탁H[혼합-재간접형]_Ce,1186.28,20200610,해외자산배분,해외혼합형,16,4,보통 위험,삼성자산운용
K55232E31468,NH-AmundiSignatureOCIO인컴형증권자투자신탁(UH)[혼합-재간접형]ClassCf,1102.33,20230607,해외자산배분,해외혼합형,1,3,다소 높은 위험,엔에이치아문디자산운용
K55214DT2358,유진챔피언플레인바닐라OCIO증권자투자신탁(혼합-재간접형)ClassC-P,1101.84,20230428,해외자산배분,해외혼합형,0,3,다소 높은 위험,유진자산운용
K55232E31179,NH-AmundiSignatureOCIO안정형증권자투자신탁(UH)[혼합-재간접형]ClassCe,1144.77,20230612,해외자산배분,해외혼합형,9,4,보통 위험,엔에이치아문디자산운용
K55206DW9267,키움OCIO타겟리턴안정형증권투자신탁[채권혼합-재간접형]ClassS,1078.40,20230208,해외자산배분,해외혼합형,0,5,낮은 위험,키움투자자산운용
K55216E42286,DBOCIO자산배분성장형증권투자신탁[혼합-재간접형]종류A,1120.60,20230911,해외자산배분,해외혼합형,0,3,다소 높은 위험,디비자산운용
KR5301985739,미래에셋인사이트증권자투자신탁 1(주식혼합)종류C 4,1237.05,20071031,해외자산배분,해외혼합형,2,2,높은 위험,미래에셋자산운용
K55213E15743,한화글로벌매크로퀀트EMP증권자투자신탁(혼합-재간접형)A,1139.52,20230417,해외자산배분,해외혼합형,0,3,다소 높은 위험,한화자산운용
K55105D47811,삼성MAN투자밸런스증권투자신탁H[혼합-재간접형]_A,1184.01,20200610,해외자산배분,해외혼합형,89,4,보통 위험,삼성자산운용
K55105B58093,삼성글로벌다이나믹자산배분증권자투자신탁H[주식혼합-재간접형]_S,1337.43,20150804,해외자산배분,해외혼합형,1,4,보통 위험,삼성자산운용
K55368DQ9855,하이DNDN에버그린EMP증권투자신탁(혼합-재간접형)C,1028.98,20220218,해외자산배분,해외혼합형,0,3,다소 높은 위험,하이자산운용
K55232D64693,NH-Amundi뉴패러다임자산배분EMP혼합자산투자신탁[재간접형]ClassA,1041.61,20200803,해외자산배분,해외혼합형,4,4,보통 위험,엔에이치아문디자산운용
K55232C14641,NH-AmundiQV글로벌자산배분EMP증권투자신탁[혼합-재간접형]ClassC-P1e(연금저축),1150.19,20180205,해외자산배분,해외혼합형,5,2,높은 위험,엔에이치아문디자산운용
K55301CK8136,미래에셋AI글로벌모멘텀혼합자산자투자신탁(재간접형)종류C-P2e,1186.64,20191002,해외자산배분,해외혼합형,5,2,높은 위험,미래에셋자산운용
K55216BT2994,DB뉴욕라이프글로벌자산관리EMP증권자투자신탁(H)[주식혼합-재간접형]종류C-P2E,1101.22,20171117,해외자산배분,해외혼합형,6,2,높은 위험,디비자산운용
K55306CW0019,다올글로벌멀티에셋인컴EMP증권자투자신탁[혼합-재간접형](공)종류CP,1160.62,20191218,해외자산배분,해외혼합형,32,4,보통 위험,다올자산운용
K55101DX6599,한국투자TIF알아서평생소득ETF포커스증권투자신탁(채권혼합-재간접형)(C-Re),1203.52,20221102,해외자산배분,해외혼합형,27,4,보통 위험,한국투자신탁운용
K55363BR2534,트러스톤백년대계EMP50자산배분증권자투자신탁[채권혼합-재간접형]CP2클래스,1202.84,20170628,해외자산배분,해외혼합형,34,4,보통 위험,트러스톤자산운용
K55301BW2052,미래에셋헤지펀드셀렉션혼합자산자투자신탁(사모투자재간접형),1483.40,20170922,해외자산배분,해외혼합형,508,5,낮은 위험,미래에셋자산운용
K55232DS1037,NH-Amundi올바른지구OCIO자산배분증권자투자신탁[혼합-재간접형]ClassC-P2(퇴직연금),1061.09,20220427,해외자산배분,해외혼합형,39,3,다소 높은 위험,엔에이치아문디자산운용
K55101DV7037,한국투자MySuper알아서안정형증권자투자신탁(채권혼합-재간접형)(C-Re),1155.68,20221011,해외자산배분,해외혼합형,11,4,보통 위험,한국투자신탁운용
K55107DT5559,우리다같이OCIO타겟리턴증권자투자신탁(채권혼합-재간접형)ClassA,1046.38,20220509,해외자산배분,해외혼합형,0,4,보통 위험,우리자산운용
K55303CX4161,마이다스글로벌블루칩배당인컴혼합자산자투자신탁(UH)C-Pe1,1947.01,20191113,해외자산배분,해외혼합형,21,2,높은 위험,마이다스에셋자산운용
KR5366AF5697,하이글로벌멀티에셋인컴증권투자신탁(주식혼합-재간접형)(H)(A-e),1215.26,20130304,해외자산배분,해외혼합형,1,4,보통 위험,하이자산운용
K55373DE9464,현대글로벌EMP증권자투자신탁 1(H)[혼합-재간접형]종류C-P2,1129.71,20220125,해외자산배분,해외혼합형,1,3,다소 높은 위험,현대자산운용
K55213DI3376,한화OCIO솔루션증권투자신탁(혼합-재간접형)A-e,1044.13,20210426,해외자산배분,해외혼합형,0,3,다소 높은 위험,한화자산운용
K55217B49913,우리프랭클린K2멀티전략증권자투자신탁(주식혼합-재간접형)ClassP,973.45,20150807,해외자산배분,해외혼합형,0,5,낮은 위험,우리자산운용
K55105DS5073,삼성OCIO솔루션성장형증권투자신탁[혼합-재간접형],1117.22,20220415,해외자산배분,해외혼합형,110,3,다소 높은 위험,삼성자산운용
K55210B57838,신한연금저축POP펀드셀렉션40증권자투자신탁[채권혼합-재간접형](종류C1),1225.34,20150805,해외자산배분,해외혼합형,5,4,보통 위험,신한자산운용
KR5213AE7525,한화멀티에셋크루즈5.0증권자투자신탁(채권혼합-재간접형) C-i1,1112.47,20141118,해외자산배분,해외혼합형,87,4,보통 위험,한화자산운용
KR5235AR7813,피델리티월지급식글로벌멀티에셋인컴증권자투자신탁(채권혼합-재간접형)종류A,800.96,20170713,해외자산배분,해외혼합형,2,4,보통 위험,피델리티자산운용
KR5105AR4395,삼성미국코어밸런스증권자투자신탁H[주식혼합-재간접형]_S,1470.85,20131002,해외자산배분,해외혼합형,1,4,보통 위험,삼성자산운용
K55223DE1117,KB타겟리턴안정형OCIO증권투자신탁(혼합-재간접형)C-퇴직,1065.36,20201231,해외자산배분,해외혼합형,47,4,보통 위험,케이비자산운용
K55366C87676,하이다이나믹하이인컴증권투자신탁(주식혼합-재간접형)(A-e),1147.03,20180601,해외자산배분,해외혼합형,2,3,다소 높은 위험,하이자산운용
KR5105AK6157,삼성미국코어밸런스증권자투자신탁H[주식혼합-재간접형],1538.67,20131002,해외자산배분,해외혼합형,22,4,보통 위험,삼성자산운용
K55232E30726,NH-AmundiSignatureOCIO혼합형증권자투자신탁(H)[혼합-재간접형]ClassA,1082.93,20230612,해외자산배분,해외혼합형,98,3,다소 높은 위험,엔에이치아문디자산운용
K55206E15150,키움나스닥100ETFSmartInvestor분할매수증권투자신탁[혼합-재간접형]ClassA,1162.80,20230411,해외자산배분,해외혼합형,129,2,높은 위험,키움투자자산운용
K55301DR7890,미래에셋자산관리TIF혼합자산자투자신탁,1051.92,20220407,해외자산배분,해외혼합형,3,3,다소 높은 위험,미래에셋자산운용
K55301B48735,미래에셋펀드솔루션40증권전환형자투자신탁 1(채권혼합-재간접형)종류C-Pe,1341.48,20160405,해외자산배분,해외혼합형,5,4,보통 위험,미래에셋자산운용
K55301CK8102,미래에셋AI글로벌모멘텀혼합자산자투자신탁(재간접형) 종류C-P,1145.09,20210308,해외자산배분,해외혼합형,0,2,높은 위험,미래에셋자산운용
K55105B61303,삼성퇴직연금스마트셀렉션40증권자투자신탁[채권혼합-재간접형],1265.71,20150914,해외자산배분,해외혼합형,27,5,낮은 위험,삼성자산운용
K55223E14729,KBDWS멀티에셋와이즈리턴증권자투자신탁(혼합-재간접형)(H)(운용),1075.03,20230419,해외자산배분,해외혼합형,11,3,다소 높은 위험,케이비자산운용
K55213E15834,한화글로벌매크로퀀트EMP증권자투자신탁(혼합-재간접형)C-RP(퇴직연금),1136.00,20230417,해외자산배분,해외혼합형,0,3,다소 높은 위험,한화자산운용
K55223CX6759,KB올에셋AI솔루션EMP증권자투자신탁(혼합-재간접형)(UH)C,1345.64,20200601,해외자산배분,해외혼합형,14,2,높은 위험,케이비자산운용
K55223DE1075,KB타겟리턴안정형OCIO증권투자신탁(혼합-재간접형)S,1077.26,20220511,해외자산배분,해외혼합형,0,4,보통 위험,케이비자산운용
K55107DT5666,우리다같이OCIO타겟리턴증권자투자신탁(채권혼합-재간접형)ClassC-Pe,1045.97,20220513,해외자산배분,해외혼합형,128,4,보통 위험,우리자산운용
KR5105AR4411,삼성미국코어밸런스증권자투자신탁UH[주식혼합-재간접형]_S,1876.51,20131002,해외자산배분,해외혼합형,1,4,보통 위험,삼성자산운용
K55301CB2742,미래에셋전략배분TDF솔루션혼합자산자투자신탁종류C-P2,1204.04,20180702,해외자산배분,해외혼합형,"1,269",4,보통 위험,미래에셋자산운용
K55301DW3629,미래에셋밸런스TRF안정형증권자투자신탁(채권혼합),1082.87,20220824,해외자산배분,해외혼합형,58,4,보통 위험,미래에셋자산운용
K55210DY9731,신한밸런스프로적극형증권투자신탁[주식혼합-재간접형](종류C-r),1115.17,20230406,해외자산배분,해외혼합형,0,3,다소 높은 위험,신한자산운용
KR5105AU4143,삼성클래식미국코어밸런스연금증권자투자신탁H [주식혼합-재간접형]_C,1405.93,20140812,해외자산배분,해외혼합형,4,4,보통 위험,삼성자산운용
K55232E31278,NH-AmundiSignatureOCIO인컴형증권자투자신탁(H)[혼합-재간접형]ClassA,1034.17,20230612,해외자산배분,해외혼합형,111,3,다소 높은 위험,엔에이치아문디자산운용
K55232E31146,NH-AmundiSignatureOCIO안정형증권자투자신탁(UH)[혼합-재간접형]ClassAe,1144.98,20230612,해외자산배분,해외혼합형,69,4,보통 위험,엔에이치아문디자산운용
K55232E31393,NH-AmundiSignatureOCIO인컴형증권자투자신탁(UH)[혼합-재간접형],1102.64,20230607,해외자산배분,해외혼합형,28,3,다소 높은 위험,엔에이치아문디자산운용
KR5366AH6461,하이월지급글로벌멀티에셋인컴증권투자신탁(주식혼합-재간접형)(H),1007.16,20130506,해외자산배분,해외혼합형,32,4,보통 위험,하이자산운용
K55105BT4655,삼성글로벌리얼리턴증권자투자신탁UH[주식혼합-재간접형]Cpe(퇴직),1216.05,20170803,해외자산배분,해외혼합형,0,3,다소 높은 위험,삼성자산운용
K55105DS5222,삼성OCIO솔루션성장형증권투자신탁[혼합-재간접형]_Cp(퇴직),1137.53,20230419,해외자산배분,해외혼합형,1,3,다소 높은 위험,삼성자산운용
K55232E30460,NH-AmundiSignatureOCIO성장형증권자투자신탁(H)[혼합-재간접형]ClassC,1121.15,20230612,해외자산배분,해외혼합형,10,2,높은 위험,엔에이치아문디자산운용
K55105D17574,삼성글로벌다이나믹자산배분증권자투자신탁H[주식혼합-재간접형]_Cpe(퇴직연금),1068.36,20201123,해외자산배분,해외혼합형,11,4,보통 위험,삼성자산운용
KR5301AY6013,미래에셋펀드솔루션40증권전환형자투자신탁 1 (채권혼합-재간접형)종류S,1334.60,20150731,해외자산배분,해외혼합형,0,4,보통 위험,미래에셋자산운용
K55230BO4948,슈로더글로벌타겟리턴증권투자신탁(주식혼합-재간접형)종류C,1156.77,20180404,해외자산배분,해외혼합형,10,2,높은 위험,슈로더투자신탁운용
K55368DQ9814,하이DNDN에버그린EMP증권투자신탁(혼합-재간접형),1057.50,20220214,해외자산배분,해외혼합형,83,3,다소 높은 위험,하이자산운용
K55210D07219,신한AI자산배분증권투자신탁(H)[주식혼합-재간접형],1051.68,20200128,해외자산배분,해외혼합형,74,4,보통 위험,신한자산운용
K55363BR2492,트러스톤백년대계EMP50자산배분증권자투자신탁[채권혼합-재간접형]S클래스,1171.39,20171213,해외자산배분,해외혼합형,0,4,보통 위험,트러스톤자산운용
KR5105AK2164,삼성미국코어밸런스증권모투자신탁[주식혼합-재간접형],1976.50,20131002,해외자산배분,해외혼합형,26,4,보통 위험,삼성자산운용
K55368DQ9913,하이DNDN에버그린EMP증권투자신탁(혼합-재간접형)C-P,997.98,20220315,해외자산배분,해외혼합형,2,3,다소 높은 위험,하이자산운용
K55105CK0701,삼성KODEX 모닝스타멀티에셋하이인컴증권상장지수투자신탁[채권혼합-파생재간접형](H),9521.63,20190603,해외자산배분,해외혼합형,50,2,높은 위험,삼성자산운용
K55101DX6474,한국투자TIF알아서평생소득ETF포커스증권투자신탁(채권혼합-재간접형)(모),1216.10,20221005,해외자산배분,해외혼합형,71,4,보통 위험,한국투자신탁운용
K55210DT1941,신한TRF안정형OCIO솔루션증권투자신탁[혼합-재간접형](종류A-e),1077.83,20220808,해외자산배분,해외혼합형,1,3,다소 높은 위험,신한자산운용
K55232E31062,NH-AmundiSignatureOCIO안정형증권자투자신탁(H)[혼합-재간접형]ClassCf,1058.33,20230607,해외자산배분,해외혼합형,1,4,보통 위험,엔에이치아문디자산운용
K55216E42138,DBOCIO자산배분중립형증권투자신탁[혼합-재간접형]종류C,1105.00,20230911,해외자산배분,해외혼합형,0,3,다소 높은 위험,디비자산운용
